publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2015p726896,,2015-09-26T22:50:36.174Z,2015-09-26T22:52:48.333Z,172.35611430000000155,-43.65190454999999758,2.74777010400000021,10.15625000000000000,M,,NonLinLoc,,automatic,nz3drx,24,24,11,0.17277335099999999,101.89979010000000414,0.39214353880000002,0.00000000000000000
2015p726289,,2015-09-26T17:27:01.765Z,2015-09-26T17:29:19.537Z,171.77046680000000833,-43.00472518000000122,2.15518659600000007,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,5,0.37144258359999999,54.36327201999999659,0.64052117190000002,0.00000000000000000
2015p725857,earthquake,2015-09-26T13:37:02.212Z,2015-09-26T18:31:42.135Z,172.94688419999999951,-42.06445312000000314,3.48269029200000002,72.60047912999999653,M,,LOCSAT,confirmed,manual,iasp91,52,42,31,0.30335301160000000,55.48043822999999719,0.58892005849999995,0.00000000000000000
2015p725601,,2015-09-26T11:20:17.240Z,2015-09-26T11:22:00.259Z,172.14519110000000524,-43.58661597999999771,1.66806246000000002,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.14047534589999999,95.66977214000000629,0.49399620070000000,0.00000000000000000
2015p724853,,2015-09-26T04:41:45.979Z,2015-09-26T04:43:51.830Z,172.77095529999999712,-43.48759362999999922,2.02625292699999981,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.23552176980000000,118.11320329999999501,0.51202631190000003,0.00000000000000000
2015p723530,,2015-09-25T16:56:52.924Z,2015-09-25T16:58:58.269Z,173.68103189999999358,-42.36133301000000273,1.82502238600000011,34.53125000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.11861746430000000,185.50507179999999607,0.27532063880000002,0.00000000000000000
2015p717839,,2015-09-23T14:24:44.559Z,2015-09-23T14:28:19.485Z,172.96940900000001307,-42.14033398000000119,2.74838197100000015,22.34375000000000000,M,,NonLinLoc,,automatic,nz3drx,36,36,15,0.37913232079999998,56.00797305999999764,1.19462792699999998,0.00000000000000000
2015p717174,,2015-09-23T08:30:30.533Z,2015-09-23T08:32:07.521Z,172.40388450000000375,-43.61736643999999785,2.22140297199999992,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.20265361220000000,95.99118760999999722,0.56432082880000001,0.00000000000000000
2015p714648,earthquake,2015-09-22T10:04:30.397Z,2015-09-22T20:35:13.344Z,172.69352720000000545,-43.51902390000000054,2.05341789999999991,3.97945666300000012,M,,LOCSAT,confirmed,manual,iasp91,19,14,6,0.18920981880000001,103.20615390000000389,0.53147561679999999,0.00000000000000000
2015p713357,,2015-09-21T22:36:59.579Z,2015-09-21T22:39:15.354Z,173.35787750000000074,-42.80923062000000101,2.32364104399999993,23.28125000000000000,M,,NonLinLoc,,automatic,nz3drx,17,17,4,0.28482283359999999,156.21139420000000086,0.53909254770000004,0.00000000000000000
2015p712721,,2015-09-21T16:57:59.077Z,2015-09-21T16:59:45.262Z,171.91917509999998970,-42.95222388999999907,2.20987447700000006,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,2,0.30668881730000003,84.05083134999999572,0.35342304019999998,0.00000000000000000
2015p712044,,2015-09-21T10:57:20.289Z,2015-09-21T10:59:14.052Z,171.97011380000000713,-43.18415567000000266,2.00828979700000021,11.32812500000000000,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.15065484509999999,88.60049071000000254,0.52626948880000002,0.00000000000000000
2015p711941,,2015-09-21T10:02:17.841Z,2015-09-21T10:03:49.541Z,172.44192110000000184,-43.61845019999999806,1.82910818900000005,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.17787730210000000,94.63379530000000273,0.46493269799999998,0.00000000000000000
2015p711777,,2015-09-21T08:35:16.308Z,2015-09-21T08:37:29.773Z,172.09362459999999828,-43.48828925000000112,2.14761788800000009,8.98437500000000000,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.16775756810000000,64.05081330999999523,0.75159754649999999,0.00000000000000000
2015p711536,,2015-09-21T06:26:52.948Z,2015-09-21T06:28:34.803Z,172.44192110000000184,-43.61845019999999806,1.66499203200000001,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.17787730210000000,82.40901678000000175,0.46048072289999997,0.00000000000000000
2015p710271,,2015-09-20T19:12:30.183Z,2015-09-21T00:38:48.900Z,172.13297299999999268,-43.48189837000000324,1.49392009000000003,10.15625000000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.17124275340000000,72.54321154000000149,0.52813816189999996,0.00000000000000000
2015p709257,,2015-09-20T10:12:24.826Z,2015-09-20T10:13:53.357Z,172.24602989999999636,-43.60952870999999931,2.23093337099999989,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.13972697160000000,94.08862949000000242,0.41425752820000000,0.00000000000000000
2015p708096,,2015-09-19T23:53:48.707Z,2015-09-19T23:56:47.219Z,172.52889719999998874,-42.27440277000000179,2.81685781799999990,16.71875000000000000,M,,NonLinLoc,,automatic,nz3drx,34,34,16,0.54187135139999998,73.67463510000000326,1.35400581500000006,0.00000000000000000
2015p707816,earthquake,2015-09-19T21:24:23.240Z,2015-09-20T20:50:27.956Z,172.77206609999998932,-43.49931115999999776,2.64461083300000022,9.92187500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,32,27,8,0.09755154281000000,109.53877119999999934,0.48734654779999997,0.00000000000000000
2015p706849,,2015-09-19T12:49:08.239Z,2015-09-19T12:51:10.010Z,172.05320340000000101,-43.19656032999999695,1.78688019199999992,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,2,0.12966965540000000,103.30156409999999312,0.52866931839999998,0.00000000000000000
2015p706814,earthquake,2015-09-19T12:30:32.965Z,2015-09-24T02:37:04.010Z,172.53968879999999331,-42.28389969999999920,2.56125045099999982,16.48437500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,29,21,5,0.32307456849999999,73.00022137000000555,0.66825204689999995,0.00000000000000000
2015p706760,earthquake,2015-09-19T12:02:10.694Z,2015-09-19T12:12:26.317Z,172.52845650000000433,-42.27689431999999670,4.25893612900000029,16.48437500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,35,25,107,0.33386232319999998,73.69940622999999391,0.69133672310000005,0.00000000000000000
2015p705902,,2015-09-19T04:24:58.967Z,2015-09-19T04:26:56.203Z,172.26191330000000335,-43.55821734999999961,2.31823755100000017,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.18975359429999999,83.40216023000000689,0.65217704399999998,0.00000000000000000
2015p704751,,2015-09-18T18:11:35.935Z,2015-09-18T18:13:30.904Z,172.63937640000000329,-42.49799399999999849,2.19155037699999999,14.84375000000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,1,0.39214580970000001,65.20137895000000583,0.73840980290000002,0.00000000000000000
2015p704678,,2015-09-18T17:32:53.292Z,2015-09-18T17:34:46.538Z,171.56587469999999485,-43.53668736000000195,1.96416305600000007,5.23437500000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.00528978820800000,132.02695850000000632,0.39307998740000000,0.00000000000000000
2015p702863,,2015-09-18T01:25:35.595Z,2015-09-18T01:27:36.018Z,172.73630560000000855,-43.48576967000000337,2.24599561299999984,26.09375000000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.22954068799999999,106.48660560000000430,0.37034354629999999,0.00000000000000000
2015p701294,,2015-09-17T11:29:49.655Z,2015-09-17T11:34:50.336Z,171.98156950000000620,-43.34146673000000050,1.55523380299999991,10.85937500000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.04371742297000000,89.46871192999999778,0.60576052079999998,0.00000000000000000
2015p700915,,2015-09-17T08:07:33.246Z,2015-09-17T08:09:07.497Z,172.48946889999999144,-43.61980490999999915,2.01765576400000013,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.14829510709999999,92.59748419999999669,0.51326991649999998,0.00000000000000000
2015p700623,earthquake,2015-09-17T05:32:13.058Z,2015-09-18T02:05:37.625Z,172.66151009999998678,-42.51449630999999840,2.37912239700000017,8.04687500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,21,15,1,0.12462630340000000,93.33434827000000666,0.63084370540000001,0.00000000000000000
2015p700105,earthquake,2015-09-17T00:56:23.769Z,2015-09-18T02:12:07.384Z,172.55778540000000021,-43.62968169999999901,2.33292958600000011,6.05468750000000000,M,,NonLinLoc,confirmed,manual,nz3drx,21,16,6,0.07641786276000000,97.59470197999999641,0.80267194770000005,0.00000000000000000
2015p698241,,2015-09-16T08:22:59.084Z,2015-09-16T08:24:27.474Z,172.26173339999999712,-43.52481609000000162,2.09328625900000009,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.21983012099999999,76.62936462999999776,0.53627471729999998,0.00000000000000000
2015p698165,,2015-09-16T07:42:42.301Z,2015-09-16T07:45:01.255Z,172.70364079999998808,-43.49068014000000204,2.63381421400000004,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,22,22,11,0.21979846219999999,102.28832669999999894,0.60516241189999997,0.00000000000000000
2015p697606,,2015-09-16T02:44:56.783Z,2015-09-16T02:46:39.161Z,172.63198239999999828,-42.50445750000000089,2.34088068199999988,11.09375000000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.38372452559999998,97.26009324000000333,0.34094476829999998,0.00000000000000000
2015p697483,earthquake,2015-09-16T01:38:59.768Z,2015-09-18T03:46:18.942Z,172.63198239999999828,-42.50445750000000089,3.52403740500000007,17.65625000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,34,29,23,0.38372452559999998,64.85416161999999929,0.88876348969999996,0.00000000000000000
2015p696234,,2015-09-15T14:34:00.063Z,2015-09-15T14:36:13.571Z,173.91194139999998924,-42.24123591000000033,2.37637938999999987,27.96875000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.32763104710000002,183.91038340000000062,0.48185857080000000,0.00000000000000000
2015p696137,earthquake,2015-09-15T13:42:43.867Z,2015-09-22T04:28:00.386Z,174.05516049999999950,-42.32614899000000008,2.97010440599999992,12.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,37,27,18,0.39291253690000000,153.97122569999999087,0.61535632080000002,0.00000000000000000
2015p695373,,2015-09-15T06:54:59.427Z,2015-09-15T06:57:10.341Z,172.79748269999998911,-43.31890860000000032,2.20314269999999990,24.68750000000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.17819252540000000,191.70971629999999664,0.52755880759999996,0.00000000000000000
2015p695331,,2015-09-15T06:32:32.832Z,2015-09-15T06:35:10.184Z,172.41715469999999755,-42.72530025999999737,2.39909751599999987,12.96875000000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.12156731930000000,64.56023570000000689,0.53718661680000002,0.00000000000000000
2015p694418,,2015-09-14T22:25:57.553Z,2015-09-14T22:28:04.720Z,173.11947549999999296,-42.17308718999999684,2.21506998299999980,22.81250000000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.39327094550000002,77.05689393999999481,0.47176066309999998,0.00000000000000000
2015p694337,earthquake,2015-09-14T21:42:58.684Z,2015-09-15T21:50:55.034Z,173.15052349999999137,-42.09888263999999936,3.94905219099999982,56.09375000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,63,46,92,0.38115440519999999,58.52227528000000234,0.81101855040000004,0.00000000000000000
2015p693485,,2015-09-14T14:08:48.434Z,2015-09-14T14:09:54.702Z,172.05126870000000849,-43.17312525999999906,1.72477453900000000,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.15294984349999999,90.82788152000000537,0.44466924380000000,0.00000000000000000
2015p693479,,2015-09-14T14:06:01.240Z,2015-09-14T14:07:44.691Z,172.67571300000000178,-43.61175483000000241,1.79605742500000010,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.09714165559000000,89.82871466000000282,0.77662692739999994,0.00000000000000000
2015p691011,,2015-09-13T16:10:46.397Z,2015-09-13T16:12:24.658Z,172.34004870000001119,-43.73910870999999645,1.64838453100000004,7.57812500000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,1,0.14512799209999999,147.56592530000000352,0.36505193130000002,0.00000000000000000
2015p690692,,2015-09-13T13:20:57.863Z,2015-09-13T13:24:59.114Z,172.71530780000000505,-43.58617176999999998,1.78036558000000000,7.57812500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.12918925419999999,77.09603122000000042,0.44152336360000000,0.00000000000000000
2015p690467,,2015-09-13T11:20:59.728Z,2015-09-13T11:22:26.734Z,172.32371219999998857,-43.56832878000000164,2.26818655699999994,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.20609344420000000,99.46960726000000363,0.44700456849999998,0.00000000000000000
2015p688224,,2015-09-12T15:26:13.715Z,2015-09-12T15:29:31.471Z,171.16747770000000628,-43.50860724000000346,2.23946783199999988,11.32812500000000000,M,,NonLinLoc,,automatic,nz3drx,24,24,7,0.22161540809999999,50.16987960000000157,0.74111857900000000,0.00000000000000000
2015p687655,,2015-09-12T10:22:49.564Z,2015-09-12T10:25:00.763Z,172.46217260000000238,-43.54222337000000209,2.15490208699999997,10.85937500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.21654339310000001,80.45990564999999606,0.50722323820000004,0.00000000000000000
2015p685907,,2015-09-11T18:51:28.468Z,2015-09-11T18:54:15.886Z,173.15022569999999291,-43.40745344999999844,2.72214180299999997,11.09375000000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.32246161320000000,175.52770469999998681,0.88972698770000003,0.00000000000000000
2015p685685,,2015-09-11T16:53:16.509Z,2015-09-11T17:05:34.074Z,172.34532859999998777,-43.74510295000000326,2.54810792100000016,9.21875000000000000,M,,NonLinLoc,,automatic,nz3drx,23,23,11,0.14957871280000001,115.18295809999999335,0.53916604459999995,0.00000000000000000
2015p685579,,2015-09-11T15:56:47.125Z,2015-09-11T16:47:06.617Z,172.40675020000000472,-43.61911778999999711,2.23936940799999995,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,17,17,8,0.20000619800000000,96.10582365999999865,0.50182174150000003,0.00000000000000000
2015p684442,earthquake,2015-09-11T05:51:10.802Z,2015-09-16T02:20:02.447Z,173.92634939999999233,-42.43019687999999690,2.63232056799999992,35.93750000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,22,16,8,0.28610866699999998,156.92642680000000155,0.74788021959999995,0.00000000000000000
2015p683827,,2015-09-11T00:23:24.547Z,2015-09-11T00:25:01.888Z,172.53521620000000780,-43.63112579999999951,2.01061720600000005,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.11534799540000000,91.58333905000000641,0.49952814140000001,0.00000000000000000
2015p683640,earthquake,2015-09-10T22:43:25.746Z,2015-09-11T01:12:07.529Z,172.50803680000001350,-43.62283833000000044,3.09015687499999991,10.15625000000000000,M,,NonLinLoc,confirmed,manual,nz3drx,25,23,13,0.13577070769999999,92.01941189999999438,0.46861355500000001,0.00000000000000000
2015p682279,,2015-09-10T10:38:35.610Z,2015-09-10T10:40:34.863Z,173.26907869999999434,-42.43614654000000286,2.49500239699999993,13.90625000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.20031396879999999,102.64815740000000233,0.64941132720000005,0.00000000000000000
2015p682145,,2015-09-10T09:26:50.977Z,2015-09-10T09:28:54.368Z,173.17663120000000276,-43.40153183000000325,2.43381859200000017,10.15625000000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.33263658359999998,179.49809289999998896,0.86224941249999998,0.00000000000000000
2015p680142,earthquake,2015-09-09T15:39:50.904Z,2015-09-15T22:29:15.861Z,172.79795939999999632,-43.66824059000000346,3.13756459900000007,6.05468750000000000,M,,NonLinLoc,confirmed,manual,nz3drx,21,17,7,0.11118284859999999,92.40255480999999804,0.47200578949999999,0.00000000000000000
2015p674876,,2015-09-07T16:54:15.464Z,2015-09-08T02:07:05.847Z,172.69811509999999544,-43.50387807999999978,2.33087722199999980,12.26562500000000000,ML,,NonLinLoc,,automatic,nz3drx,14,14,11,0.20614789380000001,105.38987910000000170,0.46134714220000000,0.21898072330000001
2015p674735,earthquake,2015-09-07T15:38:56.886Z,2015-09-08T01:33:05.023Z,172.80754089999999223,-43.65847014999999942,2.58775458599999997,4.50840759300000027,M,,LOCSAT,confirmed,manual,iasp91,15,8,5,0.12129332869999999,96.01978302000000554,0.48155440340000000,0.00000000000000000
2015p674630,,2015-09-07T14:42:59.994Z,2015-09-08T03:32:53.992Z,171.62842440000000011,-43.55851633000000334,1.91357191700000007,6.64062500000000000,MLv,,NonLinLoc,,automatic,nz3drx,13,13,3,0.05178424987000000,52.23941635999999988,0.36838624570000000,0.17890171830000001
2015p673080,earthquake,2015-09-07T00:57:15.140Z,2015-09-07T08:05:30.559Z,172.66856379999998694,-43.58350372000000306,2.77197362400000014,5.15933084500000039,M,,LOCSAT,confirmed,manual,iasp91,22,11,9,0.12300615760000000,92.74783324999999934,0.50954583630000005,0.00000000000000000
2015p671838,earthquake,2015-09-06T13:55:37.453Z,2015-09-06T20:20:02.732Z,172.60836789999999041,-42.50206374999999781,2.52879339699999983,5.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,9,0.37421748040000002,66.30480957000000330,0.90681604189999998,0.00000000000000000
2015p671031,earthquake,2015-09-06T06:45:34.612Z,2015-09-06T20:17:35.297Z,172.75411990000000628,-43.47454453000000285,2.62648957100000002,7.71848201799999956,M,,LOCSAT,confirmed,manual,iasp91,19,14,12,0.24266988040000001,109.51572419999999397,0.42279825679999999,0.00000000000000000
2015p671027,earthquake,2015-09-06T06:43:38.744Z,2015-09-06T20:15:49.918Z,172.70292660000001206,-43.49499893000000128,2.60171088299999997,3.85332155200000015,M,,LOCSAT,confirmed,manual,iasp91,12,11,9,0.21400988100000001,106.69221880000000624,0.60581579949999997,0.00000000000000000
2015p671023,earthquake,2015-09-06T06:41:21.999Z,2015-09-06T20:14:33.073Z,172.75360109999999736,-43.49358368000000041,2.52580565400000001,8.34850597400000005,M,,LOCSAT,confirmed,manual,iasp91,17,13,11,0.22446449099999999,114.60614200000000551,0.61922479829999999,0.00000000000000000
2015p670688,earthquake,2015-09-06T03:42:57.486Z,2015-09-06T20:12:27.219Z,173.70558170000001041,-42.54557419000000351,2.65873845700000011,14.47573279999999940,M,,LOCSAT,confirmed,manual,iasp91,19,13,11,0.17878679929999999,177.48308560000000966,0.99540571010000001,0.00000000000000000
2015p667714,,2015-09-05T01:18:04.166Z,2015-09-05T01:20:24.510Z,173.07900140000000988,-42.04338148000000075,2.42290296100000013,23.28125000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.30770595569999998,76.45054647000000614,0.36098800279999999,0.00000000000000000
2015p664768,,2015-09-03T23:08:29.523Z,2015-09-03T23:10:23.775Z,172.42786559999998985,-43.46861378999999914,2.33755819400000009,11.56250000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.29050184810000002,81.35052536000000600,0.89330433659999997,0.00000000000000000
2015p664730,,2015-09-03T22:48:20.320Z,2015-09-03T22:50:36.808Z,173.63178719999999089,-42.16132207999999792,2.52319168000000005,43.43750000000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,13,0.26417490500000002,131.29867419999999356,0.53972547100000001,0.00000000000000000
2015p664506,,2015-09-03T20:49:05.508Z,2015-09-03T20:51:05.367Z,172.44624300000000972,-43.45494658999999871,2.28846382000000004,6.64062500000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.29481102440000001,79.81116183999999691,0.64848007689999998,0.00000000000000000
2015p660882,,2015-09-02T12:38:23.840Z,2015-09-02T12:40:19.347Z,172.60956010000001015,-43.51888044999999750,2.27955763500000019,23.28125000000000000,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.19164602280000001,90.34255312999999887,0.34992875649999999,0.00000000000000000
2015p660844,earthquake,2015-09-02T12:18:03.173Z,2015-09-02T19:53:19.257Z,172.81294249999999124,-43.45169449000000128,2.43083824599999998,8.17734813699999918,M,,LOCSAT,confirmed,manual,iasp91,21,14,12,0.27937209610000002,128.06439969999999562,0.62021515800000004,0.00000000000000000
2015p659604,earthquake,2015-09-02T01:17:10.255Z,2015-09-13T22:57:02.021Z,172.16220939999999473,-43.56372278999999992,2.47719325100000010,9.92187500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,24,17,12,0.10884501130000000,57.08188569000000001,0.56199759410000005,0.00000000000000000
2015p658888,earthquake,2015-09-01T18:55:35.423Z,2015-09-01T21:00:48.958Z,173.02526860000000397,-42.26695632999999930,2.76302636700000015,9.41255283399999954,M,,LOCSAT,confirmed,manual,iasp91,13,10,8,0.40893673899999999,72.36793518000000347,0.73905430809999995,0.00000000000000000
2015p658201,earthquake,2015-09-01T12:49:48.920Z,2015-09-01T20:50:47.099Z,172.67291259999998942,-42.43358993999999740,2.77663839399999990,4.51045179399999974,M,,LOCSAT,confirmed,manual,iasp91,17,13,11,0.45720729230000001,64.83834838999999306,0.65291840109999999,0.00000000000000000
2015p657798,,2015-09-01T09:14:57.552Z,2015-09-01T09:17:46.645Z,172.77991449999998963,-42.26501753000000150,2.83525491599999979,22.34375000000000000,M,,NonLinLoc,,automatic,nz3drx,20,20,15,0.50909999689999996,60.51117752999999766,0.90530456329999998,0.00000000000000000
2015p656027,earthquake,2015-08-31T17:31:27.046Z,2015-09-09T22:33:13.878Z,172.07161210000001006,-43.40249287000000322,3.16701468800000008,9.92187500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,39,21,17,0.08064856170000000,52.35572882999999678,0.74702465780000005,0.00000000000000000
2015p655551,,2015-08-31T13:17:47.188Z,2015-08-31T13:20:57.871Z,171.63630459999998834,-43.50195092999999957,2.28835909000000015,13.20312500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.05729018551000000,149.47390949999999066,0.55164646539999995,0.00000000000000000
2015p654360,,2015-08-31T02:43:01.282Z,2015-08-31T04:03:50.968Z,171.15234309999999596,-43.50483360999999860,2.31520023599999991,11.32812500000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.22159539030000000,50.98442305999999746,0.56745872190000002,0.00000000000000000
2015p654023,,2015-08-30T23:43:34.390Z,2015-08-30T23:45:56.649Z,172.63371829999999818,-43.59720218999999730,2.13150332900000006,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,10,0.11150950300000000,76.31546744000000615,0.73373381029999996,0.00000000000000000
2015p653986,,2015-08-30T23:24:13.135Z,2015-08-30T23:26:00.491Z,172.25426139999999009,-43.54798021999999946,2.05352159800000011,7.10937500000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.27325780710000003,107.83212009999999736,0.49834113009999997,0.00000000000000000
2015p653401,,2015-08-30T18:12:15.844Z,2015-08-30T18:14:05.613Z,172.34786239999999680,-43.62745833999999689,1.88063539400000002,5.23437500000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.17956641700000001,119.23933580000000632,0.42171995990000000,0.00000000000000000
2015p652692,,2015-08-30T11:54:17.633Z,2015-08-30T11:56:12.589Z,172.51603240000000028,-43.61388328999999686,2.22682469399999983,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,15,15,12,0.13729645630000001,89.44184223999999972,0.47181265319999999,0.00000000000000000
2015p652670,earthquake,2015-08-30T11:42:55.153Z,2015-08-30T21:31:39.190Z,172.84014890000000264,-43.48423386000000335,2.34616496200000002,4.10885810899999981,M,,LOCSAT,confirmed,manual,iasp91,17,10,8,0.25984478000000000,130.91543580000001157,0.43471319759999999,0.00000000000000000
2015p652319,,2015-08-30T08:35:51.893Z,2015-08-30T08:38:57.525Z,172.04457089999999653,-43.12450376999999690,2.30903792699999988,10.39062500000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.20137198689999999,81.74938310000000286,0.75672440559999998,0.00000000000000000
2015p650564,,2015-08-29T17:00:30.409Z,2015-08-29T17:02:02.789Z,171.79146940000001109,-43.68676116999999692,1.99667137800000005,8.98437500000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.22592047270000001,72.47892860999999698,0.44803594170000000,0.00000000000000000
2015p650340,earthquake,2015-08-29T15:01:31.823Z,2015-08-29T19:37:09.109Z,173.49865070000001310,-42.35019090000000119,3.42883302499999987,7.10937500000000000,M,,NonLinLoc,confirmed,manual,nz3drx,16,9,7,0.07206459595000000,114.06335359999999923,0.43402753350000001,0.00000000000000000
2015p649735,,2015-08-29T09:39:15.675Z,2015-08-29T09:41:00.124Z,172.13722240000001307,-43.47617506999999648,1.99881308299999993,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.16735745599999999,102.76774149999999963,0.43657152140000000,0.00000000000000000
2015p647877,,2015-08-28T17:09:01.152Z,2015-08-28T17:11:16.213Z,171.23125239999998826,-43.49205185000000284,2.37163941400000011,8.51562500000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,13,0.24810374060000001,51.97817761000000303,0.71864014710000002,0.00000000000000000
2015p646165,earthquake,2015-08-28T01:56:54.003Z,2015-08-28T14:56:49.493Z,173.68220519999999851,-42.45505141999999665,2.54601943700000000,14.50926304000000044,M,,LOCSAT,confirmed,manual,iasp91,33,18,14,0.11299536380000000,179.73724169999999845,1.21479548399999993,0.00000000000000000
2015p645321,,2015-08-27T18:27:08.646Z,2015-08-27T18:30:06.107Z,172.91210330000001250,-42.03850454999999897,2.38947331899999993,62.65625000000000000,M,,NonLinLoc,,automatic,nz3drx,19,19,15,0.27430745890000002,63.29237683000000203,0.47317330130000002,0.00000000000000000
2015p645219,,2015-08-27T17:33:01.223Z,2015-08-27T17:34:47.987Z,172.26024590000000103,-43.60158479999999770,1.95757929600000002,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.15199491339999999,94.45881291000000601,0.53295259370000003,0.00000000000000000
2015p645156,earthquake,2015-08-27T16:59:15.593Z,2015-08-27T20:26:11.042Z,172.06059270000000083,-43.16233062999999959,2.31078674199999989,4.04267835599999970,M,,LOCSAT,confirmed,manual,iasp91,16,8,6,0.16430898010000000,89.75405883999999901,0.36417924530000001,0.00000000000000000
2015p644672,,2015-08-27T12:41:20.963Z,2015-08-27T12:44:35.938Z,172.13787410000000477,-43.38768882000000104,2.15953632200000012,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.09584422999000000,59.40481213999999710,0.73821271460000004,0.00000000000000000
2015p643316,,2015-08-27T00:38:47.807Z,2015-08-27T00:41:53.721Z,172.03712649999999940,-43.18106915999999984,2.25711590100000015,10.85937500000000000,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.14482073660000000,88.62692380999999386,0.64861976720000003,0.00000000000000000
2015p640531,,2015-08-25T23:55:16.286Z,2015-08-25T23:57:08.954Z,172.48463820000000624,-43.61131911999999744,2.18901305699999993,9.92187500000000000,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.15625311540000000,103.48835730000000410,0.40863227099999999,0.00000000000000000
2015p638427,earthquake,2015-08-25T05:14:20.148Z,2015-09-03T23:19:35.326Z,173.90609739999999306,-43.00235748000000058,2.68944982100000018,33.00000000000000000,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,10,0.64550298449999999,220.52378849999999488,0.73739327700000001,0.00000000000000000
